ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
1,Southwestern Region,005,Amherst County,17,Urban Collector,02,Passenger Cars,              ,42,217,0.10%,0.02%,,,,1,496,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,713,0.02%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,10,076,0.02%,0.00%,,,,409,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,485,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,04,Busses,              ,337,0.00%,0.00%,,,,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,455,0.00%,0.00%,,,,16,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,06,Three Axle Single Unit Trucks,              ,177,0.00%,0.00%,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,07,Four or More Axle Single Unit Trucks,              ,45,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,106,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,09,Five Axle Single Trailers,              ,109,0.00%,0.00%,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,10,Six or More Axle Single Trailers,              ,3,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,11,Five Axle or Fewer Multi-Trailers,              ,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,17,Urban Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,02,Passenger Cars,              ,28,559,0.07%,0.01%,,,,1,662,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,222,0.01%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,163,0.00%,0.00%,,,,7,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,04,Busses,              ,7,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,7,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,1,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,2,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,005,Amherst County Total:,,,,,,200,632,0.50%,0.09%,,,,742,363,1.10%,0.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,994,0.43%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,928,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,179,145,0.27%,0.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,145,0.08%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,45,531,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,531,0.02%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,1,203,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,203,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,859,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,859,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,615,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,615,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,393,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,218,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,218,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,13,368,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,368,0.01%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,261,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,633,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,98,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.00%,,
1,Southwestern Region,006,Appomattox County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,332,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,34,635,0.05%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,635,0.02%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,13,596,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,596,0.01%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,224,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,570,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,466,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,190,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,441,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,3,247,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,247,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,267,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,0.00%,,
1,Southwestern Region,006,Appomattox County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,01,Motorcycles,              ,359,0.00%,0.00%,,,,132,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,02,Passenger Cars,              ,46,722,0.12%,0.02%,,,,20,088,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,811,0.03%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,15,936,0.04%,0.01%,,,,6,548,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,484,0.01%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,04,Busses,              ,93,0.00%,0.00%,,,,81,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,446,0.00%,0.00%,,,,394,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,573,0.00%,0.00%,,,,196,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,54,0.00%,0.00%,,,,71,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,118,0.00%,0.00%,,,,83,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,797,0.00%,0.00%,,,,423,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,220,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,55,0.00%,0.00%,,,,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
1,Southwestern Region,006,Appomattox County,7,Rural Major Collector,13,Seven or More Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,01,Motorcycles,              ,33,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,02,Passenger Cars,              ,6,806,0.02%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,806,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,2,942,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,942,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,04,Busses,              ,13,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,94,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,182,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,76,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,24,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,232,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,25,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.00%,,
1,Southwestern Region,006,Appomattox County,8,Rural Minor Collector,13,Seven or More Axle Multi-Trailers,              ,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,02,Passenger Cars,              ,57,839,0.14%,0.03%,,,,305,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,144,0.03%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,006,Appomattox County Total:,,,,,,133,423,0.33%,0.06%,,,,328,569,0.49%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,993,0.21%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,988,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,988,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,291,769,0.43%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,769,0.13%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,71,724,0.11%,0.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,724,0.03%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,2,702,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,702,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,3,487,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,487,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,3,616,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,616,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,1,380,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,380,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,2,599,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,599,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,32,115,0.05%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,115,0.01%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,325,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,1,079,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,079,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,87,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0.00%,,
1,Southwestern Region,009,Bedford County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,2,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,2,798,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,798,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,284,773,0.42%,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,773,0.13%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,82,157,0.12%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,157,0.04%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,3,801,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,801,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,2,714,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,714,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,519,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,519,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,365,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,1,200,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,200,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,7,422,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,422,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,176,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
1,Southwestern Region,009,Bedford County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,8,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.00%,,
1,Southwestern Region,009,Bedford County,7,Rural Major Collector,01,Motorcycles,              ,1,380,0.00%,0.00%,,,,740,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,121,0.00%,,
